"participant","maptype","condition","dataset","county","fips"
"63a45a636643ef43e4f3d15a","choropleth","worst","vaccine","county_5",40113
"63da7f4e731d3d0ecd22a9d4","choropleth","worst","vaccine","county_1",30055
"63da7f4e731d3d0ecd22a9d4","choropleth","worst","vaccine","county_2",46063
"63da7f4e731d3d0ecd22a9d4","choropleth","worst","vaccine","county_3",38087
"63da7f4e731d3d0ecd22a9d4","choropleth","worst","vaccine","county_4",22023
"63da7f4e731d3d0ecd22a9d4","choropleth","worst","vaccine","county_5",31117
"63f7aeca74d23111b47e185b","choropleth","worst","vaccine","county_1",22023
"63f7aeca74d23111b47e185b","choropleth","worst","vaccine","county_2",31117
"63f7aeca74d23111b47e185b","choropleth","worst","vaccine","county_3",30033
"63f7aeca74d23111b47e185b","choropleth","worst","vaccine","county_4",38087
"63f7aeca74d23111b47e185b","choropleth","worst","vaccine","county_5",30055
